DAtos:
0.012563 0.382515
0.089872 -0.978859
0.094943 0.971722
0.098013 -0.779608
0.152646 0.554241
0.177618 -0.310789
0.183399 0.895556
0.355880 0.473295
0.434570 0.903031
0.467287 -0.370739
0.470621 -0.738120
0.515114 -0.118870
0.605172 0.182995
0.631584 1.288901
0.676955 -0.010634
0.679264 0.571851
0.716639 0.965595
0.783766 1.475970
0.816516 1.225832
0.819292 0.322276
0.909714 1.002802
0.911786 0.405619
0.931748 1.835918
0.934849 1.253148
0.935952 0.238457
0.936705 0.700478
1.036541 1.660358
1.089436 1.032184
1.115808 1.711081
1.193314 0.451708
1.204331 1.099868
1.228731 2.073026
1.247306 2.045530
1.269568 1.196988
1.313549 1.740849
1.318408 1.279901
1.318455 0.929585
1.326771 0.793542
1.364139 1.370338
1.414191 2.714014
1.415535 1.826425
1.491188 1.394001
1.501295 2.657621
1.560595 2.629228
1.632667 1.901475
1.704783 3.625225
1.714733 2.952832
1.836601 3.045660
1.866536 4.377621
1.928229 3.484290
2.038477 3.378596
2.072752 4.191838
2.076473 4.582796
2.136437 4.863853
2.143956 4.487233
2.179629 5.685622
2.274190 4.816699
2.377586 6.637425
2.426875 5.348503
2.441441 6.377259
2.442360 6.178703
2.578931 7.118327
2.600652 7.599359
2.660079 6.840186
2.686352 7.077815
2.776193 7.434138
2.899064 7.764982
2.913344 9.463209
2.917545 8.660390
2.949218 9.051968
2.964726 7.823111
2.988227 9.388732
3.044886 10.252148
3.055805 9.109016
3.062353 8.634064
3.084606 9.120295
3.172104 9.523948
3.352713 11.570332
3.386034 12.113858
3.434875 11.832676
3.493053 12.506336
3.545581 13.200239
3.550958 13.481136
3.584985 12.467003
3.611977 13.039892
3.736542 14.072589
3.790057 14.348911
3.811122 14.635984
3.942354 15.035292
4.041143 15.469752
4.084633 15.942054
4.129689 17.274450
4.136156 17.804763
4.144414 16.271135
4.156909 16.457753
4.158978 17.700496
4.162382 18.159842
4.188019 17.533950
4.315171 17.955791
4.339773 17.966577
4.340755 18.003206
4.368757 19.283877
4.461121 19.443811
4.504417 21.139521
4.516776 19.970793
4.592822 20.819455
4.726324 22.278870
4.738855 22.538758
4.749281 23.457121
4.784251 22.773188
4.860300 24.201250
4.893490 23.354035
5.017478 25.655111
5.027426 25.228190
5.086723 26.231239
5.093718 26.855289
5.125234 27.017774
5.211996 26.993440
5.264671 26.946718
5.369739 27.836392
5.376634 28.373188
5.377619 28.798143
5.413764 28.974990
5.422001 29.967750
5.470948 30.094811
5.522026 29.626832
5.528417 30.665381
5.581798 31.784157
5.594366 31.270762
5.710990 32.926220
5.840478 33.760775
5.851950 34.477086
5.876818 34.880556
5.934904 34.972470
5.956327 35.781417
5.979689 35.757064
6.068050 36.806255
6.134474 37.307882
6.149829 37.998975
6.172807 38.965114
6.200298 39.237638
6.234431 37.945977
